production_cost,marketing_spend,seasonal_demand_index,competitor_price,customer_rating,economic_index,store_count,sales_revenue,product_category_encoded,region_encoded,customer_segment_encoded,promotion_applied_encoded
644.06,225.76,1.22,172.24,4.38,114.71,25,2225.42,3,2,2,0
417.68,150.76,0.85,238.48,4.38,120.23,67,2348.07,2,2,0,1
608.87,228.42,1.61,363.59,3.89,117.93,91,2862.89,0,2,2,1
615.92,241.78,1.63,268.57,4.34,106.28,91,2625.32,0,0,0,0
504.71,167.95,0.99,385.8,4.39,87.17,12,1628.58,1,1,0,1
282.91,298.46,1.25,355.45,3.96,108.77,15,1396.78,2,1,0,0
448.74,173.37,1.58,304.04,4.14,105.79,84,2467.01,0,2,0,0
678.59,150.01,1.87,387.68,4.39,117.53,86,2707.12,2,1,0,0
529.71,123.54,1.18,409.15,4.11,112.43,2,1610.08,2,1,1,0
569.34,261.03,1.1,336.35,4.15,101.88,4,1695.92,1,2,0,0
491.08,201.14,2.46,318.4,4.7,108.66,45,2329.91,0,2,0,1
477.66,176.04,1.36,350.67,4.11,110.43,13,1642.12,3,3,1,1
313.27,126.29,1.62,187.47,3.7,121.77,55,1885.67,1,1,1,1
579.47,180.54,1.82,290.59,3.33,134.72,32,1845.14,0,0,1,0
607.97,319.07,0.61,298.08,4.06,111.94,22,2097.34,0,2,1,0
404.91,92.78,1.49,270.5,3.83,110.53,89,2137.68,0,3,1,0
482.11,168.42,0.68,236.84,4.4,95.54,91,2470.69,0,0,1,0
468.63,289.64,1.43,379.84,4.79,93.13,55,2461.4,0,1,0,1
542.02,262.45,2.19,313.6,3.49,85.48,17,1942.5,2,3,0,1
593.13,210.18,0.67,413.97,3.99,83.22,51,1992.91,2,0,0,0
507.13,223.15,2.44,284.37,3.6,96.55,80,2489.65,3,2,0,1
245.06,206.69,0.93,268.9,3.89,93.87,8,1368.57,0,1,1,0
544.27,289.22,0.75,408.9,3.73,109.13,61,2263.24,1,0,1,0
599.64,216.99,2.31,180.74,3.5,83.92,97,2587.21,0,1,0,0
384.79,256.78,0.91,304.1,4.41,84.8,10,1745.41,1,1,2,1
540.87,209.08,2.32,240.99,4.04,57.73,98,2642.77,2,3,1,1
683.0,98.38,1.64,323.41,4.92,109.43,19,2239.63,1,2,0,0
511.21,140.38,2.14,345.76,4.18,82.24,14,1606.1,3,0,0,1
614.16,150.76,1.59,350.21,4.64,85.68,67,2354.96,3,1,2,0
455.78,187.54,2.04,382.1,3.64,111.29,55,2192.52,1,1,2,0
498.2,303.92,1.04,279.8,3.63,82.35,61,2343.35,1,0,1,1
479.54,218.12,1.19,284.78,5.11,107.61,56,2351.27,1,1,2,0
461.29,194.71,0.44,342.13,3.7,75.87,63,1941.41,1,3,0,0
485.23,261.93,1.99,371.0,3.53,99.58,87,2408.26,3,3,0,1
336.93,127.41,1.71,195.98,3.41,87.81,11,1439.92,0,3,2,0
466.91,175.52,1.0,325.13,4.96,94.67,47,2178.23,1,3,2,0
633.78,168.13,0.63,268.38,3.86,130.23,6,1665.54,1,1,2,0
403.63,219.9,1.64,306.97,4.2,67.21,34,1677.84,3,0,2,1
393.39,244.79,2.34,271.46,4.08,128.45,65,2215.27,3,0,1,0
506.12,223.57,1.43,242.18,3.64,81.62,99,2394.86,2,0,2,1
511.12,224.37,1.17,218.52,3.85,117.38,89,2572.82,1,0,1,0
537.75,181.94,1.03,287.92,4.42,121.35,64,2347.9,2,2,0,0
488.63,216.04,2.12,328.67,3.39,108.61,93,2436.19,3,0,2,0
507.19,158.01,1.11,251.76,4.34,75.63,87,2455.22,3,2,1,0
464.91,233.71,1.31,395.18,4.72,105.45,82,2670.36,0,2,2,1
492.86,143.92,1.82,333.05,4.67,100.22,81,2515.86,2,2,0,0
572.46,201.89,1.33,296.7,3.31,97.98,66,2131.92,3,1,0,0
551.51,104.34,1.15,227.02,3.08,96.06,31,1831.64,3,2,2,0
325.58,273.72,2.23,329.6,4.12,110.31,83,2366.55,2,3,2,0
525.19,239.85,0.94,418.17,3.71,98.26,96,2373.22,0,2,1,0
410.72,216.85,1.39,455.88,4.44,105.69,62,2058.42,3,1,0,0
639.22,118.82,0.75,411.69,3.84,94.15,54,2134.36,1,1,2,0
532.63,164.99,2.09,367.46,4.07,79.28,92,2650.59,3,1,0,0
589.63,202.03,1.26,332.82,4.04,146.44,8,1824.62,1,3,0,1
502.12,186.84,1.15,216.11,4.06,98.07,42,2085.45,2,3,1,1
649.58,134.18,0.79,282.73,3.32,108.5,59,2055.87,2,3,1,0
597.28,185.85,1.82,292.54,3.89,112.0,40,2127.45,1,1,1,0
511.79,135.84,1.32,242.45,4.73,93.81,22,1918.51,2,1,0,0
480.03,268.57,0.9,360.63,3.7,88.14,24,1605.8,1,3,1,1
329.28,224.73,1.0,278.09,3.69,94.27,38,1679.98,0,2,1,0
532.46,159.83,1.16,271.6,4.08,83.35,2,1676.57,1,3,1,1
487.39,258.46,1.28,242.72,3.41,81.51,41,1875.78,1,3,1,0
555.4,248.39,0.9,318.58,4.5,135.69,19,2085.75,0,1,0,1
585.78,214.45,1.65,419.74,3.46,116.0,2,1450.79,3,0,1,1
623.29,198.02,0.89,299.18,3.86,129.96,92,2493.18,3,1,0,1
533.7,185.08,0.32,322.54,5.27,122.5,96,2652.34,1,0,2,0
395.36,173.0,2.46,454.82,3.43,87.97,62,2045.79,0,1,0,1
285.07,133.16,1.6,396.28,4.74,69.21,83,2229.61,1,3,0,0
417.53,276.42,2.5,347.02,4.06,90.8,16,1709.89,2,1,1,0
633.35,173.97,0.98,343.66,4.13,101.84,94,2434.74,2,1,2,0
682.35,201.41,1.74,251.75,3.6,122.89,22,1885.32,1,1,2,0
476.21,154.49,1.95,243.93,4.4,98.91,14,1642.03,3,3,2,0
613.78,163.7,1.37,232.02,4.73,111.82,45,2385.43,1,3,2,0
440.9,272.43,1.81,356.26,3.81,88.03,54,2132.41,2,0,0,0
558.91,198.61,1.79,277.82,3.07,108.13,66,2295.74,3,0,0,0
516.86,234.0,1.5,390.19,3.87,97.49,86,2353.16,1,2,0,0
571.0,262.23,1.95,295.57,4.4,95.03,46,2351.85,2,3,2,1
681.8,213.61,1.93,288.49,4.32,87.62,33,2270.6,3,0,1,1
558.98,182.41,1.24,225.01,3.68,102.95,79,2397.26,0,1,1,0
514.69,190.7,0.74,233.77,3.51,116.72,50,1962.65,2,3,2,1
692.84,192.38,1.6,405.42,3.32,80.5,22,1933.84,3,2,1,1
534.96,293.22,1.13,321.52,3.99,99.03,40,2129.12,3,2,1,0
420.71,125.79,1.57,331.14,4.08,109.86,39,1834.9,2,2,0,1
568.75,111.46,2.17,428.05,4.35,113.66,41,2043.97,0,1,0,0
544.75,114.8,1.72,194.59,3.93,137.26,75,2338.95,2,0,2,1
469.21,155.3,2.15,353.7,3.91,111.57,68,2224.41,3,1,2,1
448.24,235.0,0.99,172.97,3.86,92.0,7,1630.77,1,3,1,1
470.17,238.07,2.04,264.99,4.08,88.64,85,2509.26,1,2,0,0
446.81,169.62,2.34,208.39,3.93,88.39,71,2195.48,2,1,2,1
473.42,198.58,1.53,368.69,4.47,87.28,4,1625.47,3,1,2,1
415.72,144.19,2.66,148.82,4.16,104.31,76,2375.57,1,0,2,0
538.62,148.82,1.07,281.59,4.05,108.41,91,2486.56,3,0,2,0
531.12,228.99,1.18,207.3,3.98,116.49,59,2509.34,2,2,2,1
534.52,252.38,1.82,231.62,3.53,113.3,81,2502.84,1,1,2,0
493.76,176.16,1.53,243.94,4.0,124.92,84,2567.83,3,1,1,1
482.23,281.75,1.13,405.53,3.68,86.62,95,2357.1,1,0,0,1
644.2,248.28,1.81,273.18,4.17,132.73,26,2152.69,2,1,0,0
506.74,279.59,1.68,438.19,3.9,87.41,31,2018.65,3,1,2,0
626.38,184.95,1.21,454.93,4.83,106.96,99,2623.31,1,1,0,0
400.36,276.03,1.59,469.09,3.37,96.1,73,2035.46,2,0,0,1
426.53,179.37,1.2,316.83,4.13,113.45,52,1990.04,1,3,2,1
444.38,192.29,1.76,330.24,3.68,71.23,72,2118.08,0,2,2,0
458.81,152.61,1.07,270.6,4.08,83.39,21,1643.96,0,3,0,1
452.54,142.79,1.16,333.95,3.38,114.98,16,1509.08,2,1,0,0
453.04,143.37,2.06,225.18,4.95,99.96,51,2125.17,0,2,2,1
621.73,159.43,1.81,149.96,3.81,94.87,16,1941.59,2,3,1,0
504.54,213.74,0.56,357.13,3.65,77.58,18,1658.6,0,0,0,1
522.51,161.54,1.31,272.02,4.95,95.01,47,2202.86,1,0,1,0
454.28,212.21,1.74,221.86,4.42,113.62,56,2100.58,2,2,0,0
585.69,213.24,1.57,231.98,4.69,88.73,28,2108.75,2,2,1,1
535.51,176.49,1.81,421.21,3.91,127.28,82,2382.7,1,1,1,0
469.11,196.87,1.56,337.13,4.02,121.54,78,2221.16,2,2,1,1
341.57,173.6,1.43,178.22,3.7,93.0,56,1934.32,2,1,2,1
521.63,184.46,1.42,205.04,3.64,88.11,37,1955.14,0,1,1,0
402.12,204.21,1.85,338.11,3.82,78.46,85,2281.79,3,0,1,0
470.46,169.97,1.7,236.43,5.11,77.23,65,2458.98,1,3,0,0
553.72,141.7,1.54,286.16,4.42,71.38,60,2239.75,0,0,1,1
342.91,229.67,1.23,309.16,4.94,99.28,61,2143.6,0,0,0,0
435.11,231.36,1.35,310.82,2.89,106.24,11,1475.9,3,2,1,1
537.69,255.58,2.03,108.39,4.95,136.29,75,2755.72,1,0,1,1
610.5,148.78,1.99,317.73,2.81,101.33,66,2225.85,1,3,2,0
718.58,175.95,1.18,161.37,3.37,59.33,32,2046.97,0,2,0,0
695.87,211.52,1.55,277.09,3.12,85.05,19,1746.58,2,3,1,1
514.38,174.9,1.75,259.89,4.12,112.21,56,2150.83,0,0,0,1
451.58,228.55,1.72,213.7,3.99,98.37,5,1909.07,1,3,0,0
592.31,224.9,1.71,367.45,4.4,117.14,3,1812.83,3,2,2,0
445.64,223.96,0.94,210.08,3.96,89.73,28,1639.83,0,1,2,0
423.79,272.98,0.91,258.17,4.61,123.04,90,2434.87,1,3,2,0
469.47,232.2,2.09,370.3,3.53,104.92,87,2309.41,0,3,2,1
456.93,207.69,2.25,255.88,4.62,105.43,94,2619.1,2,2,2,0
541.26,190.32,0.76,239.32,3.98,103.0,72,2195.94,0,2,2,1
439.76,193.81,1.49,278.55,5.18,84.7,29,2189.33,0,3,2,1
508.51,146.79,1.91,343.24,4.44,98.86,77,2500.04,1,0,2,0
659.5,111.71,0.4,415.7,3.85,105.88,59,2084.14,1,3,1,1
512.21,223.19,0.96,225.11,3.98,71.99,25,1786.45,1,2,0,0
651.67,261.18,1.45,231.59,3.5,101.59,22,1953.94,0,1,2,1
620.21,183.49,1.2,277.89,4.18,124.3,97,2893.54,2,1,2,0
559.2,279.35,1.6,318.41,3.85,108.68,71,2321.46,3,0,0,1
464.58,191.17,2.24,238.38,4.36,127.35,23,1797.68,3,3,1,1
604.05,102.31,1.07,355.09,3.33,108.15,70,2201.91,1,1,0,0
475.0,245.91,1.53,226.62,3.84,82.05,79,2488.4,1,3,0,0
499.8,176.04,1.33,147.93,3.42,115.82,79,2453.34,0,2,2,1
533.02,250.44,1.57,342.54,3.45,77.18,40,1903.71,3,1,0,1
499.46,136.12,1.5,351.81,4.3,95.83,98,2517.81,1,0,0,0
347.29,159.98,2.24,140.65,2.83,86.43,29,1641.11,2,0,2,0
595.91,210.07,0.71,246.75,4.93,147.58,16,2012.68,1,2,2,1
557.03,238.33,1.05,279.92,4.7,98.55,93,2774.45,1,1,2,0
327.94,226.72,1.11,440.56,3.33,136.2,87,1998.32,3,0,0,1
425.32,203.47,0.88,287.26,4.41,106.87,10,1662.68,3,0,0,0
517.91,131.08,0.82,192.28,3.77,83.58,47,1989.35,0,2,1,0
544.26,236.52,1.41,323.74,3.95,91.81,4,1762.68,3,0,1,1
348.15,251.57,1.13,404.76,4.3,99.23,12,1441.16,2,2,0,0
491.08,147.85,1.05,387.73,4.24,93.16,42,1950.66,2,2,1,1
553.97,155.2,2.51,344.94,3.71,94.52,98,2501.87,1,2,0,0
464.85,253.68,1.16,321.01,3.71,111.47,4,1719.98,3,2,1,0
525.58,189.58,1.28,118.58,3.74,107.31,84,2429.36,0,1,2,0
451.24,156.49,1.87,302.05,4.57,113.8,92,2405.67,2,2,1,1
590.92,213.63,1.28,314.25,3.07,130.53,92,2701.27,2,3,2,0
420.07,168.07,0.92,287.21,3.92,90.57,6,1405.53,0,0,2,1
385.79,208.05,1.37,356.57,4.79,122.28,14,1731.65,0,3,2,0
502.89,179.34,2.5,285.92,4.35,127.87,35,1943.62,2,1,2,1
356.65,183.62,1.26,270.51,4.53,125.88,47,1973.11,2,3,1,1
289.49,255.52,1.04,383.12,3.93,64.8,58,2016.56,0,0,0,1
608.37,76.57,1.71,266.91,3.42,135.95,65,2273.79,2,3,2,0
401.58,227.74,1.35,305.17,4.03,87.27,19,1497.87,1,1,1,1
418.82,168.9,1.11,219.15,5.12,135.46,65,2444.32,0,3,1,1
414.33,246.89,2.37,210.47,3.92,110.27,13,1837.09,3,1,1,1
485.79,152.05,2.08,408.64,4.32,111.09,8,1636.91,0,1,1,1
390.65,167.0,1.31,252.58,4.85,93.36,18,1824.98,0,0,0,1
549.82,161.24,1.5,355.39,3.45,103.64,35,1712.5,3,0,1,0
564.62,247.56,0.99,157.97,2.86,97.21,87,2235.61,3,3,1,1
372.5,112.75,1.23,99.76,4.25,87.52,26,1496.33,3,2,0,1
438.19,282.01,1.31,329.14,4.34,100.46,38,2087.95,1,1,0,0
447.69,184.75,1.58,289.8,3.79,102.26,84,2316.78,2,3,1,1
483.5,230.75,0.79,329.89,3.42,73.57,66,2046.08,1,1,0,1
608.27,226.44,1.66,449.98,4.15,101.11,26,1665.99,2,1,2,1
614.03,207.56,1.43,201.01,3.99,64.25,57,2327.02,1,2,2,1
749.89,169.97,1.7,303.06,4.16,138.41,25,2233.06,2,2,0,0
273.06,262.12,1.77,418.2,3.43,97.95,30,1312.78,1,3,0,0
407.57,174.26,1.39,212.56,4.16,78.57,82,2341.38,3,2,1,1
681.4,163.44,1.74,253.22,4.41,110.26,7,1974.61,0,2,0,0
319.93,243.89,1.46,158.62,3.25,85.07,27,1543.76,1,3,1,0
679.13,207.29,1.87,479.03,4.73,99.41,11,2145.07,2,2,2,1
514.74,267.89,1.66,123.64,4.13,109.11,8,1980.93,3,0,0,0
518.41,196.87,1.59,363.89,4.43,79.67,11,2107.46,1,1,1,1
372.02,167.46,1.45,194.42,3.36,138.99,88,2100.57,1,1,1,0
454.88,213.74,2.15,215.93,4.34,140.9,30,2077.07,3,1,2,0
674.74,177.62,1.7,385.12,3.18,89.49,94,2681.85,1,1,0,0
495.23,168.9,0.84,240.6,3.53,77.53,15,1502.24,0,3,2,1
455.55,241.59,1.26,352.14,4.13,89.4,56,2272.55,1,1,1,0
540.57,291.58,1.39,410.4,3.86,90.47,35,2001.35,0,1,1,1
480.78,187.68,1.5,316.06,4.01,122.21,39,1773.73,0,1,0,1
534.52,151.26,1.59,371.14,4.96,89.75,24,1866.77,3,1,1,0
415.03,192.33,1.03,306.45,4.01,76.77,8,1447.63,1,0,0,1
492.28,225.74,1.47,310.16,4.35,102.03,43,2085.61,3,1,2,0
435.89,212.87,1.34,249.21,3.97,70.18,42,2061.28,1,0,0,1
319.6,259.71,2.04,454.31,3.95,121.36,84,2226.18,1,3,0,1
548.2,233.25,1.0,359.43,3.51,112.0,41,2030.67,2,2,1,0
376.62,144.83,1.49,341.74,4.18,88.0,47,1890.08,1,1,1,0
483.53,175.33,1.16,361.62,5.27,90.19,26,1997.26,3,2,0,0
592.61,130.96,2.43,245.82,4.04,104.97,52,2267.22,0,2,1,0
350.22,257.23,2.13,374.48,3.87,77.94,88,2426.52,1,3,1,1
560.47,100.41,0.68,424.47,4.57,84.24,22,1780.77,2,2,1,1
470.02,135.83,1.1,189.54,4.51,95.49,5,1595.78,3,0,0,1
403.35,174.41,1.94,343.33,4.22,73.62,15,1694.63,1,2,1,0
702.29,228.2,1.73,305.02,3.85,90.91,36,2156.36,3,2,0,1
499.94,173.92,1.71,258.47,4.57,78.54,63,2297.88,2,2,1,0
443.19,181.74,1.6,212.54,4.06,128.52,93,2629.41,2,1,2,1
421.98,182.72,1.98,384.15,4.46,91.93,79,2351.06,3,1,1,0
588.12,208.64,1.89,316.64,3.59,81.06,91,2769.23,1,0,1,1
438.79,138.97,1.35,283.43,3.71,113.49,49,1970.39,0,0,0,1
575.65,152.64,0.9,343.39,4.05,87.43,55,2040.58,2,1,0,0
499.75,284.05,0.65,289.8,3.38,77.95,72,2083.96,1,0,1,1
611.62,220.12,1.45,243.67,3.82,117.75,60,2207.28,1,1,2,0
395.75,238.04,0.58,310.32,3.36,93.54,57,1898.87,0,3,1,1
409.69,202.9,1.63,297.76,3.23,116.82,29,1552.53,2,2,1,1
471.9,192.99,1.35,158.06,5.22,99.7,19,1813.18,2,2,2,0
480.19,222.86,2.47,249.63,3.7,102.58,95,2431.63,1,0,0,0
464.54,236.38,1.67,198.85,3.74,111.26,73,2215.15,1,1,1,1
706.32,193.67,0.69,337.42,3.47,83.8,10,1713.71,0,0,0,1
529.91,247.77,0.87,246.5,3.75,124.04,97,2649.06,2,1,2,1
541.7,76.69,1.84,383.31,4.92,111.58,89,2519.99,3,3,2,1
476.36,244.61,1.34,153.71,4.18,98.65,57,2227.78,2,2,0,1
395.02,178.65,2.77,276.18,4.49,115.91,54,2403.74,1,0,1,0
481.79,227.67,1.46,250.73,4.79,110.8,56,2297.25,2,0,0,0
577.11,167.53,1.58,173.76,4.11,118.87,68,2457.3,3,1,1,0
630.56,133.67,0.84,300.41,3.89,77.14,69,2222.95,0,0,1,1
599.57,216.99,1.97,180.75,3.28,98.72,87,2533.75,3,3,2,1
349.02,124.92,1.04,317.82,3.81,122.6,55,1859.59,3,1,1,1
471.08,180.02,1.76,357.66,3.92,133.54,69,2286.22,3,1,1,0
353.11,159.38,1.91,321.4,3.6,89.28,72,2059.0,0,1,0,0
616.88,191.25,1.55,331.51,4.77,103.18,81,2651.76,3,1,2,1
458.76,239.86,2.38,382.5,4.55,100.39,1,1752.37,3,3,1,1
495.29,175.51,1.19,297.86,4.49,75.12,12,1672.76,3,1,1,0
548.01,215.73,2.34,233.92,3.94,94.25,35,2092.11,1,0,2,0
526.83,169.64,1.9,253.01,4.66,96.65,82,2711.84,0,2,2,1
476.17,170.36,1.43,216.53,4.17,79.24,74,2248.47,3,2,2,1
375.9,268.47,1.15,362.74,4.39,103.4,79,2279.68,3,0,1,1
645.86,196.03,0.67,342.15,4.31,93.8,33,1947.28,0,0,1,0
481.84,225.46,1.37,166.8,4.16,93.48,83,2456.8,3,3,0,0
665.71,225.08,1.34,233.89,5.0,131.07,98,3115.11,0,2,1,1
610.56,140.1,1.59,212.64,3.67,101.42,25,1858.11,3,2,1,1
453.7,161.96,1.86,325.39,3.85,137.56,16,1658.33,0,2,2,0
360.77,218.77,1.1,386.12,4.82,108.93,8,1477.57,3,2,1,1
527.26,96.63,2.38,335.85,4.04,116.31,35,1916.99,3,2,0,0
438.51,189.44,1.23,243.9,3.94,82.61,85,2186.23,1,1,2,0
503.93,156.74,1.8,274.48,3.87,86.13,83,2431.39,1,0,0,1
604.9,255.53,1.55,188.57,4.34,100.35,46,2385.37,3,1,2,0
334.64,217.31,1.4,194.71,3.89,124.26,11,1576.16,3,2,1,1
526.46,259.56,1.52,367.68,3.83,92.74,61,2251.34,2,3,2,0
575.96,198.04,1.03,415.53,4.33,71.37,44,2106.37,0,3,2,0
580.81,194.31,1.31,242.82,4.05,107.96,11,1660.71,2,2,1,1
363.65,184.75,0.83,303.85,3.5,101.28,11,1275.93,1,2,1,0
541.93,174.85,1.23,357.64,4.02,88.98,22,1559.44,1,3,0,1
620.35,334.23,1.27,166.89,4.7,92.54,85,2825.89,1,1,0,1
534.32,240.36,1.92,216.11,4.38,82.58,91,2641.91,1,1,1,0
488.43,146.69,1.33,459.49,4.76,118.48,82,2410.6,3,2,1,1
613.96,331.97,1.28,223.38,3.63,100.47,62,2641.19,1,1,1,1
430.57,179.75,1.61,271.05,4.54,104.81,48,2182.65,3,3,2,1
347.02,216.06,1.59,251.77,3.68,88.07,94,2476.95,3,1,2,1
479.94,246.98,1.2,140.42,3.38,126.72,63,2250.67,1,2,2,1
553.5,123.1,1.7,306.62,3.6,104.42,51,2030.1,1,3,1,1
603.89,158.63,1.41,297.98,4.07,57.18,45,2122.98,0,1,0,0
553.05,282.41,1.2,314.47,4.51,109.2,33,2204.73,2,0,1,1
583.58,188.76,1.25,293.23,4.16,94.71,85,2564.21,1,3,2,0
604.53,249.93,1.97,263.21,3.92,96.72,60,2376.14,0,3,2,0
466.06,177.33,1.27,258.62,3.48,119.87,2,1593.94,0,0,1,1
485.21,195.25,1.63,259.99,4.35,101.77,13,1847.05,2,0,1,0
628.72,289.26,0.86,220.9,4.48,134.25,66,2415.42,3,3,2,0
378.98,221.88,2.06,233.3,4.15,102.11,57,2133.82,1,0,2,1
542.91,182.76,1.21,222.25,3.47,90.67,43,1964.42,2,2,2,1
428.33,165.83,1.7,345.87,4.4,63.73,45,1953.29,1,2,1,1
610.03,170.41,1.37,324.49,4.61,85.64,31,2063.44,0,2,2,0
498.21,262.08,1.69,302.17,4.77,93.56,10,1865.51,0,3,2,0
500.76,238.27,1.72,455.38,3.78,129.33,23,1582.57,3,0,0,1
672.89,142.57,1.43,225.94,4.22,90.79,86,2485.93,0,0,1,1
392.4,204.36,0.57,389.5,3.73,132.84,29,1507.37,0,1,0,0
521.58,196.66,2.05,279.2,3.54,77.03,97,2509.0,2,1,0,0
481.99,215.8,1.43,312.57,4.79,84.55,31,1897.5,1,0,2,0
553.24,169.82,1.68,353.69,4.28,122.54,78,2362.1,1,0,1,0
692.93,254.89,1.85,261.8,4.65,88.1,74,2759.51,2,0,2,1
439.48,199.93,1.27,215.46,3.39,121.98,18,1703.95,3,3,1,0
380.26,218.67,1.76,228.66,4.14,83.47,11,1753.19,1,0,0,0
419.07,160.77,1.13,131.5,4.25,85.48,47,2124.72,0,1,1,0
476.72,163.28,1.69,348.54,3.58,112.84,3,1377.4,1,3,2,0
506.42,332.88,1.51,346.62,4.74,83.75,2,1823.37,0,0,2,1
511.45,290.0,1.29,426.69,3.88,94.51,54,2228.64,3,1,2,1
680.27,196.52,1.52,333.19,4.23,107.9,72,2380.55,2,3,1,0
662.48,276.65,0.97,352.42,3.72,94.95,31,1974.85,1,0,0,0
630.29,260.64,1.65,293.48,3.4,88.75,8,1792.98,2,0,0,1
751.44,168.74,1.71,337.19,4.46,75.86,43,2212.32,1,0,1,1
582.41,163.75,1.67,387.17,4.19,128.99,48,2203.08,0,3,2,0
610.84,233.43,2.25,314.52,4.12,132.72,2,2025.84,2,1,0,0
580.48,213.0,1.45,258.3,3.86,106.59,22,2029.69,1,1,2,1
564.09,179.9,1.49,282.38,4.18,95.36,5,1724.35,0,2,1,1
539.44,236.06,0.91,360.15,4.63,96.46,7,1854.59,2,0,2,1
460.31,127.88,2.29,260.7,3.66,116.64,20,1547.93,2,2,0,1
375.32,205.75,0.75,371.13,4.28,120.64,92,2344.57,1,2,0,1
486.93,138.05,1.61,452.69,4.1,89.2,77,2216.39,1,1,2,1
556.58,139.7,1.19,372.12,3.91,121.49,2,1535.92,1,3,1,0
507.23,164.66,1.53,359.77,3.18,112.3,32,1713.15,0,3,2,1
393.47,218.16,0.85,327.81,3.99,121.14,90,2341.29,1,1,1,1
483.41,166.24,1.95,237.85,4.34,67.96,3,1561.19,2,3,2,1
478.2,139.09,1.02,230.59,4.16,91.62,41,1843.9,2,2,0,1
493.76,223.86,2.08,229.79,3.28,96.54,42,1944.49,1,0,1,0
549.09,274.64,1.04,344.38,4.62,90.62,77,2354.08,1,1,1,0
570.63,231.94,1.99,268.84,4.82,138.35,85,2804.67,3,0,1,1
449.99,290.09,1.08,297.68,3.95,91.8,45,2081.54,2,3,0,0
598.11,270.46,1.19,333.49,5.16,109.37,87,2959.76,0,0,2,0
613.16,175.63,1.5,232.77,3.59,103.06,71,2377.43,3,3,0,0
532.03,231.61,1.08,259.85,3.36,94.2,17,1861.09,1,3,1,0
566.48,195.42,1.06,325.83,3.49,85.83,92,2420.08,1,2,2,0
598.42,253.1,1.08,276.73,4.12,141.12,47,2101.58,2,3,0,0
390.24,195.41,1.66,284.2,3.11,95.56,94,2233.69,1,2,1,1
605.47,160.57,1.5,217.39,3.84,117.51,69,2369.9,0,2,1,1
430.73,215.89,1.34,432.17,3.25,90.83,71,2021.2,1,1,0,1
519.63,166.82,1.77,264.29,3.73,102.17,34,1938.17,2,1,0,1
285.6,175.06,2.03,208.24,3.48,106.16,50,1906.08,1,3,1,0
517.56,166.5,1.79,376.65,3.86,90.61,42,1920.44,1,2,0,1
598.18,149.91,1.4,341.87,3.83,84.71,33,1980.83,1,1,1,1
335.41,176.12,0.89,317.01,3.67,109.52,27,1537.83,0,2,0,0
608.9,218.65,0.51,194.51,3.92,102.33,78,2465.96,0,0,1,0
430.12,203.2,1.47,205.87,4.32,86.96,59,2195.37,2,0,1,1
520.69,178.09,0.5,177.01,4.69,81.23,19,1754.9,1,0,2,0
444.64,274.78,1.4,334.52,3.86,106.99,76,2264.43,1,3,0,0
557.29,99.47,2.2,381.59,4.0,61.64,3,1607.75,0,2,0,0
602.49,215.31,0.92,337.22,4.23,94.79,71,2331.44,1,0,1,0
564.7,192.86,0.86,455.99,3.38,102.7,99,2251.07,0,1,1,1
499.6,151.49,1.82,264.65,3.92,134.75,25,1789.75,1,0,1,0
493.07,189.01,1.69,308.52,4.48,93.98,83,2377.08,1,0,2,1
565.6,262.35,2.23,281.64,4.88,105.69,60,2443.96,1,3,1,0
569.03,243.4,1.06,339.9,3.61,85.67,83,2182.78,3,1,0,0
555.08,295.31,0.98,248.83,4.64,95.62,23,2091.91,0,2,0,0
371.74,175.83,1.8,188.42,3.27,100.59,11,1564.19,1,1,2,1
497.7,269.83,0.91,156.85,4.1,112.59,59,2271.59,1,2,2,0
436.66,141.71,1.91,338.44,4.13,86.54,85,2320.2,3,3,1,0
566.49,194.47,0.96,257.93,3.26,99.89,34,1684.51,3,3,0,0
423.5,176.74,2.38,206.44,3.59,64.18,7,1370.72,0,3,1,0
545.21,230.12,1.83,250.48,3.54,110.33,44,2073.45,3,3,2,0
471.78,228.91,1.52,456.2,3.34,95.39,91,2342.11,2,2,0,1
312.09,154.97,2.36,211.13,2.67,137.69,64,1759.9,3,0,0,0
593.1,232.91,2.02,358.18,3.9,107.03,23,2067.46,2,2,2,0
497.47,180.98,1.68,333.69,3.96,82.66,58,2070.56,0,1,1,0
627.6,159.16,0.57,407.31,3.95,78.13,20,1856.1,0,3,1,1
333.47,199.41,1.15,290.15,4.38,113.23,27,1632.0,0,3,0,0
470.85,126.16,2.04,175.17,3.03,135.93,60,1763.33,0,1,2,1
478.36,246.57,0.85,379.4,3.81,129.8,8,1610.05,0,2,0,1
527.02,197.22,1.12,280.01,5.28,75.75,67,2418.34,2,0,2,0
367.48,198.31,0.99,401.96,4.44,104.07,2,1283.19,2,0,1,0
554.4,195.64,1.7,365.28,4.45,122.54,22,2003.44,0,1,2,0
691.17,282.34,1.98,379.67,3.49,73.18,70,2394.98,3,0,1,1
547.45,275.94,1.98,489.48,3.9,120.75,36,1866.53,1,2,2,1
509.29,267.54,1.07,322.56,2.85,85.94,24,1738.19,0,2,0,1
362.25,195.75,1.69,415.43,4.29,95.69,12,1539.8,3,1,1,1
422.58,144.22,1.05,267.61,4.7,105.53,81,2231.85,1,2,0,1
494.42,199.2,1.39,343.26,3.28,121.37,22,1585.62,0,3,0,1
